Id,Start,Duration,Price
MEAD021580,2025256,708,12740
HAVES68015,2027324,233,67233
THEM154289,2024338,274,1130
SAUCY86953,2020285,548,206955
BONGO55752,2020023,727,1643
MENU942857,2025179,621,15997
RILE566509,2024070,607,4233
PEAR004843,2023103,877,18759
VIXEN23849,2027278,992,25668
ASSAY86570,2021148,282,14586
GUPPY83389,2020088,554,5124
MERCY49079,2025016,856,7714
MOOED12061,2023111,246,85629
CASH010739,2027085,163,12688
ZOOM678422,2018158,866,4634
MIRTH86471,2025145,723,5046
NO-GO83587,2024261,687,54312
SEAM876333,2023107,153,42291
CODER66193,2024330,414,16501
BLIPS86202,2022290,337,10879
RAIDS07593,2024238,103,6394
SO90260206,2019058,678,25110
ABORT26451,2026102,904,2128
KEY5749995,2019333,440,11165
ENVOY14924,2026140,342,87468
DOZE347146,2023213,849,203670
TRIM033286,2019103,994,1380
DOLLY04279,2023345,220,14161
CLANK03672,2018214,829,7280
PODS481115,2020334,586,6968
LEAKY22781,2023104,420,20474
VALET72583,2025085,21,18952
BROTH00920,2019054,861,99645
AMUSE97480,2027309,246,504
SLUM497997,2027351,112,4165
DOZES38998,2023131,247,18415
HASTY42685,2020268,924,2482
PREY326443,2020025,171,13392
GIRD163538,2020291,712,48174
BORON05253,2028088,498,4459
CURDS37389,2027283,592,7191
FILMY02359,2026081,396,16813
COVER63017,2024129,224,88245
ROLLS46209,2022326,643,10208
RUNNY62205,2018282,932,65046
SWISH42172,2025201,130,2987
HOLD045956,2018298,928,47304
WRIST02494,2018298,570,59052
HONKS41028,2023107,373,26009
LAUD151992,2027102,577,103806
KEY6153552,2026343,61,7153
COWER65589,2025187,302,27861
DOOR124185,2023358,722,850
WHOSE67434,2026118,512,93513
PIPIT16699,2018300,287,9102
TUGS586595,2022021,264,27683
KEYED76494,2018252,139,5759
CANNY78481,2024079,255,18879
STUDS12522,2023233,185,1820
SULKS70238,2019318,977,4380
PLOT511305,2024217,566,1314
HIS5343742,2022158,306,2898
LOADS96441,2022325,251,29304
THANK75710,2024141,698,11339
YAMS005490,2027167,580,12305
MUGGY24731,2025146,31,1221
WALLS04567,2028333,920,2060
PITCH56629,2027058,300,13299
SQUID96693,2019310,865,51060
POOP012448,2020030,57,64158
MOLE175728,2021329,872,23867
FRETS36454,2022324,586,1360
SUAVE23875,2018153,747,1914
EXPEL29538,2020359,819,12519
RAISE63079,2021218,641,17763
CAVER90763,2023031,423,8579
GASPS60793,2025160,593,1365
LACES30538,2022089,268,5999
JIHAD52402,2021154,766,7843
SHUN064141,2019132,633,1540
ZANY020777,2026128,797,10064
SOFAS68068,2018159,527,3997
ANAL562001,2024026,703,1660
CLIP327598,2026004,806,2119
NODS444027,2018122,826,3710
SITES03138,2023164,236,680
BOGGY13760,2020283,390,13719
DO29011392,2020258,657,13717
EKED212374,2023286,61,4525
ROD0800077,2023205,373,11219
FERNY05374,2024234,882,28768
EVICT05789,2020021,6,2405
QUOTA21496,2018023,633,4393
LONE895405,2023214,494,23287
RESIN99760,2028267,649,1752
ROSES38795,2026336,512,27249
POPE849009,2026157,864,46398
POOL940265,2019289,582,14477
WEAL893063,2027174,639,5046
HUTCH18384,2028015,483,9321
CRAMP70283,2025017,552,7189
WANE015436,2020057,796,15863
COMA880075,2019327,104,19902
FEIGN03705,2027214,176,76923
SUET892361,2026179,444,105339
FEVER71984,2024102,979,30907
HAVOC15990,2028181,376,17545
FUNNY72184,2022056,436,118041
CAST133838,2019148,185,7564
PRONE94395,2023122,743,10469
MARK749321,2028209,547,15640
WAIT916416,2024267,587,2770
RIGID69087,2025046,194,211335
BRAWN50496,2024162,717,19044
SHAME80609,2025055,522,28210
CURLY35286,2024357,594,10472
FONTS04168,2021222,324,252
MORPH82505,2028154,279,3130
NEWT192957,2023354,493,10465
BUMPY16975,2027208,778,51060
NYMPH33740,2022136,939,16675
LILT456323,2020358,27,60
TUMMY38559,2021309,658,20532
LOWER72359,2020249,797,2964
WITCH76468,2019292,815,2961
SWILL54942,2023010,924,12245
WORN590668,2018165,466,4125
ELLS743566,2019021,333,18193
CELL676132,2023008,438,16675
SPURN89438,2025131,254,3927
MILK623829,2025151,252,2360
TWO5482319,2026140,823,19113
PUSSY33562,2019358,77,1865
WINCE07022,2026180,402,11890
KILT463052,2027249,628,211773
MANIA72235,2018193,601,17050
WAGE268276,2027129,440,15407
OBEYS82262,2026069,213,14739
AID2246054,2020138,62,10608
DRANK54268,2023281,143,2786
CATER63369,2024243,519,4025
YOKES95261,2027072,392,2527
ILK6598814,2023343,606,2585
TOFU303167,2024121,280,16456
BIDET83132,2023039,594,2884
TIMER44680,2022097,709,73482
EVILS76864,2024076,234,18759
DINGO38377,2028150,185,14964
SORTS78901,2028149,662,2235
PORED46974,2027345,179,19929
SNOWY72912,2022021,565,22563
ANNOY76344,2021077,357,322
JOINS80326,2027022,914,9393
DOERS39615,2024263,871,10881
MAKE376444,2028320,859,151329
RADAR70815,2024039,814,20868
PLAIT37911,2024266,632,12325
TUBES34597,2024234,390,26350
SLEEP41804,2025296,788,27898
FEET596158,2023039,824,29760
LAPSE08161,2028156,562,7683
FRAUD30094,2018193,785,6867
NETS359212,2019180,820,24128
JEMMY75755,2018122,880,4002
GNAT247456,2020187,979,39294
RINDS10483,2027274,434,20039
SEND076210,2025161,979,4285
KITS935106,2022323,114,67155
SLOGS39637,2028203,188,17112
MANIC89248,2018069,255,4625
COOP645036,2020195,745,29346
BOOED72121,2022143,988,15167
FOOL194035,2028131,58,12359
JOBS260560,2024157,467,9321
CURED15238,2019043,189,7241
ELSE186552,2019016,839,56166
FRIED28889,2025085,385,12428
JUNK228073,2026292,686,17226
FRANK63023,2026287,854,71817
LAKE339541,2021083,988,106671
HOODS32982,2024082,372,22356
TAG4736596,2021105,306,34632
POSES77457,2027080,960,1370
HAD8572863,2021032,452,10438
RAINS85304,2023346,149,2506
PIPS890997,2018318,451,18262
MUSHY46164,2025089,793,4249
CANDY70134,2026305,738,180675
MINER45955,2027001,110,25544
HYMNS17041,2019009,208,3665
JAPE352113,2025088,210,3521
MADAM64935,2024035,831,9362
OBOES16861,2018326,776,24969
STAGE38349,2022212,286,3523
TEDS712961,2025326,668,26448
AWAIT86021,2020200,625,16082
SPARE69843,2022185,248,8203
FUDGE00317,2026067,200,4190
LEMON06372,2025183,120,19169
BEATS29570,2027298,765,2000
KNOWS37630,2020052,26,21576
INK9760485,2022205,924,27032
SPARK44777,2028223,834,17760
HULKS52270,2024201,884,20033
JUGS535400,2021146,547,2581
VICAR96643,2019096,395,93732
CILIA60720,2028084,999,620
FOXED79697,2026090,111,12236
FUSS051815,2022270,309,533
SLAYS32888,2027030,998,12847
JOIN721191,2028332,170,26598
TUBAS95596,2020304,229,12865
SELLS30667,2026021,120,10812
SULLY43346,2021017,736,4615
DIMS550161,2027107,628,39960
CAMEO60395,2022158,606,1165
AMONG56728,2021118,857,47619
ODDS061492,2020088,893,3190
SAVE401191,2021190,707,1666
COCK861380,2018187,986,3528
SWORN86987,2028068,795,7291
BIJOU36455,2025292,679,1605
SIC7276421,2022220,224,6851
HATES80643,2018271,382,4085
MACAW32795,2021274,843,26709
CAGES88348,2022013,769,11645
STRIP04876,2024304,497,15109
TARDY29157,2023304,426,62415
GOADS45268,2027030,114,10829
QUOTE11119,2022079,26,14756
SUD9391809,2028097,846,24186
LAMED43569,2024337,375,84138
RIFF184568,2023124,534,6045
SEATS29423,2024366,358,1537
WILE086108,2027181,866,19869
YIELD13169,2018226,219,16881
ARMED02463,2026006,239,27094
GOADS92946,2019360,69,3105
MADAM78203,2025047,544,1400
TREE656045,2018300,431,19458
REINS36156,2023063,581,26419
MONK739008,2025199,403,19517
CAPES48358,2026364,940,1260
MORT383257,2025278,461,4935
PONY316186,2024161,449,91
REGAL67458,2024115,779,1995
STUBS16484,2019322,805,11977
TITS892248,2018069,570,4056
ADOPT16688,2025271,898,20938
WIG3424929,2021327,802,6993
NERVY71195,2025330,322,13005
OCHRE04387,2020218,37,2839
QUIPS27103,2022304,947,25723
SLIPS03713,2025088,899,3535
MOSS115162,2023029,111,169506
THONG62177,2018284,631,14212
SOCKS38815,2024192,883,29859
JAZZY70565,2019188,750,7279
POLES73417,2020133,726,4140
GAPS011179,2027100,122,3556
HOCK759043,2020208,984,5012
SOUR329303,2026188,42,2580
STUCK49568,2027081,916,150672
CROSS96162,2021019,619,23809
ROPES08769,2023116,584,16215
LOADS85816,2026247,43,325
METRE74577,2023311,294,4011
HOSTA70600,2024108,212,3068
PUPA927381,2019098,414,6300
TRAWL56050,2021014,567,7332
BIDE390382,2024069,534,3190
TAKEN06143,2020163,399,25433
NUTS679662,2027192,577,102
MUSHY10493,2022247,839,5221
RUNGS97739,2023267,952,3605
OUST002348,2022093,324,27156
FIXED18284,2026254,665,180894
OOZES82457,2022340,233,2483
SURLY71000,2026099,628,19401
BOILS80732,2028233,158,14127
GRIM719743,2025051,899,1215
THUMB29839,2028106,402,8143
YEA0304635,2018136,581,18569
TARS465437,2020168,565,129867
GLOOM92591,2025245,9,20213
AT05242793,2020340,630,110445
POD0645880,2024095,535,86469
DAMS600809,2026269,977,17639
MEDIA81027,2024228,51,6237
SMART40353,2021200,320,130305
MASK439772,2019043,237,25623
HOLES75034,2020161,318,465
PAWNS22340,2018283,328,17135
ROOF544928,2021204,83,3015
CATER85004,2026202,520,18941
QUASI78740,2021193,222,1717
STAIN65920,2020239,981,3136
MUSES91273,2026016,458,1540
OATH130872,2027157,546,2849
NAVVY41635,2022145,350,12470
WIDEN78290,2027224,14,6566
TINGE20685,2022162,456,27594
HUNK330752,2026039,709,13311
SHORE28438,2021365,16,15486
CRUX105619,2021116,876,11937
MUZAK21696,2023079,748,17763
MISS294819,2018129,980,28507
MEAT175558,2026206,717,901
ASK5168306,2024333,383,6474
LOOK233951,2023159,420,1895
PUB2728045,2018074,132,12679
LUCRE40500,2019243,879,24831
RONDO50288,2022188,635,2688
WINS720108,2022323,239,3730
FREAK78001,2024114,41,29760
AUNT698748,2023085,320,11271
MOULT05967,2025210,489,899
PINT982225,2026134,115,923
LIMP208650,2019238,386,494
USUAL51204,2022275,6,6608
MACES46311,2020148,502,1650
COGS477989,2023026,495,12617
MARLS54821,2026023,203,1904
POLLS31299,2024166,575,2590
PLOYS57591,2025098,214,27840
OMEGA49832,2020195,924,8303
BROW770528,2020064,980,12546
EATS948048,2020314,443,12909
CLING79403,2024343,886,21275
GOLDS40401,2024251,450,20863
BEAN273430,2022356,381,8772
ABET608371,2028057,18,28638
CHUMS51613,2020274,612,4715
RILLS50849,2024323,529,21576
EPIC547318,2027329,736,2678
BLEED20197,2018260,852,10534
ANNUL33345,2026086,899,1785
FLIES47667,2027228,526,121983
FLUFF28735,2028212,143,6468
RIDGE61278,2019103,213,23214
AVID528204,2018219,950,2995
RIDES82389,2023187,952,62493
JOGS926803,2022354,698,1265
OVENS30356,2024339,475,77745
ATOP343184,2022299,252,19096
TRUNK35616,2024122,280,14671
DWELT35197,2018335,689,294
RAIL460728,2022315,951,21090
NESTS46868,2026236,348,5369
RODEO67562,2018277,610,126582
DEALS43042,2021209,261,74925
TOOTH63933,2018133,878,6545
ANVIL58550,2018285,110,20953
TRASH12715,2025207,662,7752
PEG9918597,2026065,875,3735
FLAY553828,2028038,349,2884
WIRER82426,2027003,700,1792
TIDES84381,2021145,430,13485
GAIN831966,2018049,51,10994
YES0879900,2021307,66,5336
FAX7148923,2027356,444,91104
OLDER54920,2019082,311,86802
DYKE242665,2020103,330,1863
CHOP592531,2022196,320,116
FEE5063878,2021293,380,490
DOOMS69878,2026050,609,3952
REAPS75131,2024167,855,69375
WIG3933407,2027020,793,35742
FOAMY32490,2022163,571,11167
ITEMS01960,2026227,118,215058
FIBRE95086,2025340,239,11718
GLORY90550,2019267,641,2895
BASK851506,2019067,766,11191
OUCH920667,2021006,10,3479
PUS7651494,2020089,550,2240
SWOOP49245,2023299,154,345
YAWS575487,2022076,531,4753
TEMPI80415,2028172,215,11128
YELP305390,2026140,465,7748
TSARS52992,2023169,944,12648
CRAZY14788,2022042,673,9628
IRKED89358,2022095,621,8096
DEER238590,2028247,634,10121
SNEAK22571,2027348,288,4147
ISLET36763,2022103,13,34521
FABLE29555,2023298,123,370
RUPEE80540,2027074,807,3605
FARE500396,2019122,640,14763
TOADY17970,2026207,16,97014
AIRS217283,2027321,339,13271
ABUT951560,2018006,648,178485
HEAVY77976,2023321,13,5229
WASP621056,2018168,639,6181
FRY8326764,2023240,84,53835
DAISY45098,2023177,104,157680
TAP4738646,2028184,438,3860
NIP6938768,2022138,971,4318
GILLS84746,2028324,198,11254
NIPS464834,2018148,861,10293
ALES981920,2022238,174,20953
JINGO84778,2023360,369,4870
COSTS79865,2026253,295,8487
JOKEY66653,2022281,220,301
YACHT96158,2026014,110,455
LAVA913737,2023184,158,2170
SEEDY80865,2018136,529,86136
ARC0511486,2023040,320,70080
DROP584074,2026290,280,21896
CHINK72885,2019286,644,4816
RHYME13366,2021304,490,11700
FICHE43464,2025060,96,1449
ALDER10019,2027132,66,12662
OF09547391,2026212,12,20271
MACRO28667,2024234,317,920
DEEMS47742,2025032,350,67452
LUCRE73057,2026017,796,20631
MINT537576,2022304,330,810
WELLS92213,2023224,968,4278
GAIN095806,2025342,44,5330
LASE506428,2020006,243,6032
AVERS27865,2028303,121,158337
MOLE225082,2021236,575,215715
SLURP73571,2027355,68,2120
PAWS845228,2024138,408,4945
THAWS77859,2024249,966,11466
SULKY55100,2023002,989,1050
QUILL64335,2028350,248,11977
COT6382777,2024138,896,9334
TUBS751490,2021280,289,4455
SONS359976,2020360,584,6682
VIDEO63618,2028020,889,748
COUCH06039,2019350,96,28908
OPTIC98570,2019152,667,12818
STYLE45589,2021253,24,68328
TRAPS76256,2025096,561,79143
ZEBRA39021,2028304,322,4953
SCOWL94056,2020154,703,28826
DUMB445379,2024122,742,874
ROWED17817,2020213,315,1426
EXITS61127,2025143,379,9976
DOSE451910,2021255,571,4545
FAITH25489,2022301,310,8763
EASED36146,2018310,32,95922
THROB41861,2019182,176,11020
WORST88847,2018228,379,28826
HOWL947860,2027210,379,4050
ROBED17229,2025193,616,22632
ROVED70475,2025090,678,6447
EVENS81433,2024345,57,28478
CURLY60007,2023282,588,4860
LIBEL16793,2025344,420,2975
MIRE024963,2019317,298,13392
BLESS30110,2020142,977,12183
APPLE11127,2023043,955,57816
SILO228502,2027010,65,6958
ANGST40411,2023024,591,2595
SOARS86704,2020227,836,3348
BAKER63964,2026091,600,6149
INKED26539,2018235,243,88038
DOMED62016,2024020,745,2565
MICE537554,2023281,219,928
SYLPH91631,2023306,151,1955
DOGS985008,2021200,411,112785
POLED02175,2022281,558,1428
ROAMS99501,2020359,150,2664
VOWED29950,2020338,202,4085
LILT956459,2026204,990,7189
DUAL363078,2025214,591,19344
DISCO20029,2027285,933,5365
MOTOR16833,2020139,620,8775
AEONS14341,2020206,551,19092
RAVES73915,2023186,852,22227
FINES18490,2021327,663,78183
JIBE662769,2022118,538,26477
SPELT19397,2020213,254,5299
NOBLE46690,2020056,121,16539
PEARS05675,2028249,209,55278
NEWER48903,2019316,113,4380
INGOT92926,2026191,234,1716
PIVOT18567,2026357,960,87381
LOCUS51736,2019087,335,21900
WELT746683,2020291,725,77
KID9980675,2018075,749,2408
HER7870768,2023131,877,11919
NOISE67197,2024003,281,11843
BOBS017262,2027191,32,845
SHAKY11587,2026001,943,27962
BRIDE42462,2022079,307,1207
SAT5153893,2025138,838,15314
GRIST35713,2027066,692,2231
HINT079448,2020312,479,663
IVY6834046,2024124,787,9890
TUCK929901,2024120,544,3815
STEM477511,2022159,95,8879
MESS196768,2027053,208,8075
CURDS11966,2024066,457,4316
CHURN98962,2028144,470,405
HERD717496,2020063,844,43362
KRONA95442,2027104,161,4715
TEAK641588,2025270,277,9773
IDLED36531,2027082,357,4135
IVORY06338,2026197,213,10540
FATS204893,2026303,950,12342
GOALS49894,2020129,173,2997
SINS482389,2022161,511,5508
SELLS49604,2025361,809,35697
AND6405065,2023134,445,17427
BADLY07256,2019161,165,980
CREWS22262,2028108,721,11531
SCENT61811,2025048,727,18975
SHARE70580,2020176,157,2230
SINEW68967,2022203,583,20907
TONE030363,2026233,892,71394
RAINY58644,2023040,784,6838
LASH359781,2019336,78,40515
DROOL83563,2022312,785,8364
WRING43781,2028286,183,19561
MOODY63530,2022073,523,4820
POLL352548,2027054,649,3570
ELAN625138,2023058,17,5037
SPRY105457,2019230,717,11997
CLEAR01060,2018022,949,735
EJECT79451,2025212,643,3647
MIXER28137,2027176,917,11662
MARSH40505,2027311,553,2119
GOODS27443,2024028,270,3080
IOTA399576,2026202,589,42624
AIRY466808,2023228,998,3705
STARE72403,2019350,294,2198
DIRT554913,2022167,71,3107
GARB624806,2019147,427,85410
HERS030793,2018087,904,7310
JAZZY31072,2024188,188,330
MUMPS85426,2025021,994,7696
SKIRT70267,2020366,579,11868
ACME740784,2025060,540,32631
WILT737757,2018019,687,4845
CLAIM06152,2019055,313,1659
EPICS54660,2022323,321,148701
IRE9188133,2021172,821,52
TIDE495481,2027296,251,2285
AXED380523,2025355,588,13243
SETTS53175,2027309,696,15824
FAR2294495,2026181,403,10999
CHEW970878,2027241,422,29419
NIL9503991,2022046,665,80697
PASTS88251,2020072,608,5015
REPLY51995,2024065,174,76431
GREET62535,2021214,126,144321
LOCKS29029,2027019,212,6322
CLAIM71041,2024160,658,12298
SULKS72515,2026353,709,24966
LEAKY66078,2019311,96,4200
HOOPS77751,2026028,795,10489
SLEEP43911,2025359,440,12696
ROLE040617,2027219,408,30747
SLIT119074,2023353,947,24056
BEBOP91208,2024168,704,295
STYLI76205,2020286,283,7423
PINT756695,2028048,406,47085
FADS047054,2026028,663,3419
SON9611311,2021014,214,555
VIXEN28908,2021311,433,6233
REELS66137,2025338,499,28860
BORON23589,2028238,902,12818
CAPES62512,2028178,188,1358
CLUMP18346,2026259,264,8533
AZURE91598,2018323,543,2387
BITE777509,2027064,137,1403
GAPED83423,2023323,570,5902
PANEL92832,2021003,780,15965
RUM4554394,2022191,45,24012
EKING94533,2018068,993,18906
HOSE332513,2022228,288,13984
RIFE935764,2027192,130,94461
LIKES53739,2022310,186,4445
SMOTE69798,2024187,299,66933
BOATS04612,2018271,244,10413
BYWAY03384,2020269,325,13073
GEM6595655,2026030,150,8229
COUGH72197,2018122,297,77811
GOAT482442,2019226,815,3890
RIVAL57123,2028348,682,16796
THING57617,2022312,310,4247
BALSA21782,2028003,740,880
CURDS41970,2022159,527,58053
HONKS52322,2027032,108,4526
MODAL95841,2028030,576,18584
LABEL37419,2028050,718,14053
LEAST16889,2025207,236,5845
WAN7246022,2021283,67,16802
DIN8750998,2021117,293,91464
SKIP364112,2019331,746,47304
LAMA131418,2020158,830,1320
TROT851510,2024296,953,7498
WIRED50408,2023223,332,16898
FETID19318,2020185,338,1530
BRUTE20507,2018124,500,6755
SIGN148318,2026272,963,11505
AXONS17445,2026113,279,6570
GRIPE95885,2026286,965,7215
PALS573978,2025039,293,4901
LURCH99132,2019120,343,169287
HOB6315983,2018054,88,3178
WANLY76393,2024244,704,107967
HA21318758,2024175,641,16872
CLEF595862,2023116,790,14756
TAROT22787,2022063,460,4452
BEGET30305,2026266,349,4740
PUSH732155,2027101,704,74370
SOYA202950,2020014,361,7751
BUMP523711,2021163,35,92418
HINT019644,2028165,734,4040
STORY77207,2023007,912,8618
TSARS61889,2019210,874,89355
ODDLY07407,2026102,298,98
MERGE03490,2027199,323,23498
CUB8153277,2025290,1,23870
GAPES09531,2024050,933,5694
FEND037311,2021148,783,16240
FLUX085090,2025361,194,22227
CALVE11758,2028222,542,3133
BOGS522631,2023232,2,533
LEGAL20369,2025309,396,22200
MISS659503,2026281,108,1020
DIMLY45123,2028026,424,16215
CHAPS02188,2027163,192,5249
BAT0682011,2018062,365,14552
HIDER30103,2024312,202,1334
TAME669443,2028115,47,294
AIDE965223,2027028,671,3059
FAME522673,2023358,523,21756
STALL83426,2019200,824,8326
DAFT789401,2018141,206,14909
PIVOT56790,2022118,688,5096
BROOD68199,2018312,611,4277
ERUPT62365,2018254,825,5649
ODE6560075,2024103,532,2600
COBS371813,2024094,540,4886
TASKS58675,2027277,601,27417
RUMPS66036,2027324,993,6981
EVENT29673,2023208,338,20987
MANSE03510,2022294,880,4402
DENTS86790,2028105,761,713
SIGMA80407,2027297,868,2285
ROCKY69136,2021307,625,11128
SLOG161633,2022182,100,5257
FLANS77746,2021182,583,5719
PUNTS34890,2019280,749,2870
MORON11329,2024022,704,2093
GUILT62351,2018343,972,108669
PHONE73825,2020154,597,3406
DOLLS54032,2021071,854,10759
LYMPH18785,2026111,355,14674
MUSH750032,2020044,68,9854
MILL500302,2018028,127,13113
BLOCS17820,2025030,507,31635
DEWY801090,2026218,556,4381
PEALS51489,2027220,754,1855
SHARP49084,2023333,141,30008
AMUSE56868,2023059,866,4570
UNDID92931,2021076,761,8303
TRIBE00542,2020287,699,21413
STACK28971,2021141,861,10894
PECKS10908,2028046,376,96237
FORMS94367,2028001,458,10878
TENDS76229,2022191,859,105996
BEGIN45013,2027345,949,52614
COWL347679,2024234,299,7378
EXULT08430,2024208,572,194472
QUIP153559,2021303,554,650
WIELD47676,2025355,892,63714
HALE081835,2021126,857,1025
FREES38555,2028032,225,545
RUPEE89453,2023095,490,9997
RENEW95618,2019299,35,6838
FRETS17012,2020260,868,8788
RACER81552,2024043,750,101232
DUNG692790,2018232,411,26009
TOUGH80308,2018090,498,14467
FJORD29772,2019268,876,4220
FUG7455473,2024328,210,2324
BODE436623,2023055,182,7227
ERR5472632,2020125,532,9044
POLED87216,2020334,296,11136
